id,firstName,lastName,birthDate,birthLocation,educationLevel,profession,club,districtNum,districtName,voivodeship,numberOfVotes,active,inactiveCause,waiverDesc,percentOfVoting
380,Agnieszka,Ścigaj,1975-12-22,Kraków,wyższe,"doradca, pracownik socjalny, wykładowca",PiS,13,Kraków,małopolskie,6262,True,,,50.78
381,Andrzej,Śliwka,1988-10-12,Pasłęk,wyższe,radca prawny,PiS,34,Elbląg,warmińsko-mazurskie,32895,True,,,95.75
382,Paweł,Śliz,1980-09-18,Kraków,wyższe,adwokat,Polska2050-TD,12,Kraków,małopolskie,19630,True,,,99.33
383,Krzysztof,Śmiszek,1979-08-25,Stalowa Wola,wyższe,prawnik,Lewica,3,Wrocław,dolnośląskie,34577,True,,,94.41
384,Jacek,Świat,1955-12-16,Wrocław,wyższe,"parlamentarzysta, specjalista ds. marketingu",PiS,3,Wrocław,dolnośląskie,13663,True,,,91.28
385,Apoloniusz,Tajner,1954-04-17,Cieszyn,wyższe,"nauczyciel, trener",KO,27,Bielsko-Biała,śląskie,20748,True,,,100.0
386,Krzysztof,Tchórzewski,1950-05-19,Rzążew,wyższe,"ekonomista, inżynier elektryk",PiS,18,Siedlce,mazowieckie,25867,True,,,97.54
387,Robert,Telus,1969-04-18,Opoczno,wyższe,urzędnik państwowy,PiS,10,Piotrków Trybunalski,łódzkie,49262,True,,,95.75
388,Ryszard,Terlecki,1949-09-02,Kraków,wyższe,historyk,PiS,14,Nowy Sącz,małopolskie,29882,True,,,93.06
389,Tadeusz,Tomaszewski,1959-02-21,Niechanowo,wyższe,ekonomista,Lewica,37,Konin,wielkopolskie,17181,True,,,99.78
390,Jacek,Tomczak,1973-07-27,Poznań,wyższe,"notariusz, radca prawny",PSL-TD,39,Poznań,wielkopolskie,24918,True,,,85.23
391,Wioleta,Tomczak,1988-04-21,Gdynia,wyższe,specjalista ds. zdrowia publicznego,Polska2050-TD,26,Słupsk,pomorskie,13217,True,,,99.78
392,Cezary,Tomczyk,1984-08-25,Gryfice,wyższe,politolog,KO,11,Sieradz,łódzkie,69211,True,,,92.17
393,Stanisław,Tomczyszyn,1959-08-26,Żagań,wyższe,nauczyciel,PSL-TD,8,Zielona Góra,lubuskie,10332,True,,,99.78
394,Małgorzata,Tracz,1985-12-08,Bolesławiec,wyższe,"filolog, specjalista ds. szkoleń",KO,3,Wrocław,dolnośląskie,17693,True,,,99.78
395,Tomasz,Trela,1979-12-30,Łódź,wyższe,ekonomista,Lewica,9,Łódź,łódzkie,26273,True,,,100.0
396,Krzysztof,Truskolaski,1990-07-25,Białystok,wyższe,ekonomista,KO,24,Białystok,podlaskie,57664,True,,,93.29
397,Krzysztof,Tuduj,1981-04-25,Warszawa,wyższe,prawnik,Konfederacja,3,Wrocław,dolnośląskie,25922,True,,,89.49
398,Sylwester,Tułajew,1981-12-30,Lublin,wyższe,informatyk,PiS,6,Lublin,lubelskie,10228,True,,,99.78
399,Witold,Tumanowicz,1986-11-04,Lublin,średnie ogólne,zawodowy działacz organizacji polityczne,Konfederacja,7,Chełm,lubelskie,14387,True,,,99.78
400,Donald,Tusk,1957-04-22,Gdańsk,wyższe,nauczyciel,KO,19,Warszawa,mazowieckie,538634,True,,,53.47
401,Stanisław,Tyszka,1979-04-11,Warszawa,wyższe,nauczyciel akademicki,Konfederacja,26,Słupsk,pomorskie,19753,True,,,79.64
402,Katarzyna,Ueberhan,1975-08-26,Poznań,wyższe,filozof,Lewica,39,Poznań,wielkopolskie,24485,True,,,98.21
403,Jarosław,Urbaniak,1966-08-07,Ostrów Wielkopolski,wyższe,menedżer,KO,36,Kalisz,wielkopolskie,50724,True,,,73.83
404,Piotr,Uruski,1976-08-11,Sanok,wyższe,"historyk, nauczyciel akademicki",PiS,22,Krosno,podkarpackie,22703,True,,,88.14
405,Piotr,Uściński,1977-05-20,Warszawa,wyższe,"elektronik, menedżer, parlamentarzysta",PiS,20,Warszawa,mazowieckie,15006,True,,,95.75
406,Jarosław,Wałęsa,1976-09-13,Gdańsk,wyższe,politolog,KO,25,Gdańsk,pomorskie,17408,True,,,100.0
407,Marcin,Warchoł,1980-07-13,Nisko,wyższe,adwokat,PiS,23,Rzeszów,podkarpackie,26750,True,,,88.81
408,Robert,Wardzała,1975-10-12,Tarnów,wyższe,menedżer,KO,15,Tarnów,małopolskie,9265,True,,,99.55
409,Robert,Warwas,1976-08-13,Jaworzno,wyższe,politolog,PiS,32,Katowice,śląskie,17403,True,,,99.78
410,Jan,Warzecha,1959-04-21,Jodłowa,wyższe,pracownik samorządowy,PiS,23,Rzeszów,podkarpackie,14023,True,,,98.88
411,Małgorzata,Wassermann,1978-03-16,Kraków,wyższe,adwokat,PiS,13,Kraków,małopolskie,125786,True,,,98.66
412,Michał,Wawer,1989-04-01,Warszawa,wyższe,radca prawny,Konfederacja,33,Kielce,świętokrzyskie,18300,True,,,99.78
413,Maciej,Wąsik,1969-10-16,Warszawa,wyższe,archeolog,PiS,16,Płock,mazowieckie,24033,False,,Utrata prawa wybieralności,87.76
414,Marta,Wcisło,1969-02-26,Kraśnik,wyższe,"menedżer, przedsiębiorca prywatny",KO,6,Lublin,lubelskie,68449,True,,,97.09
415,Rafał,Weber,1981-09-01,Tarnobrzeg,wyższe,prawnik,PiS,23,Rzeszów,podkarpackie,31349,True,,,88.14
416,Marek,Wesoły,1972-05-03,Ruda Śląska,wyższe,"nauczyciel, przedsiębiorca prywatny",PiS,31,Katowice,śląskie,9915,True,,,92.62
417,Joanna,Wicha,1966-10-09,Biała Podlaska,wyższe,"pielęgniarka, socjolog",Lewica,20,Warszawa,mazowieckie,15324,True,,,98.43
418,Patryk,Wicher,1986-03-09,Nowy Sącz,wyższe,"menedżer, politolog",PiS,14,Nowy Sącz,małopolskie,18604,True,,,86.13
419,Dariusz,Wieczorek,1965-05-23,Szczecin,wyższe,inżynier elektryk,Lewica,41,Szczecin,zachodniopomorskie,15378,True,,,99.78
420,Jarosław,Wieczorek,1981-01-27,Gliwice,wyższe,,PiS,29,Katowice,śląskie,23451,True,,,95.08
421,Monika,Wielichowska,1973-10-04,Nowa Ruda,wyższe,"dziennikarz, ekonomista, pracownik samorządowy",KO,2,Wałbrzych,dolnośląskie,52182,True,,,99.78
422,Ryszard,Wilk,1987-03-24,Krynica-Zdrój,wyższe,przedsiębiorca prywatny,Konfederacja,14,Nowy Sącz,małopolskie,19374,True,,,74.05
423,Teresa,Wilk,1952-10-29,Elbląg,średnie policealne/pomaturalne,ekonomista,PiS,34,Elbląg,warmińsko-mazurskie,9280,True,,,90.83
424,Przemysław,Wipler,1978-07-15,Piekary Śląskie,wyższe,"prawnik, przedsiębiorca prywatny",Konfederacja,5,Toruń,kujawsko-pomorskie,13457,True,,,79.64
425,Aleksandra,Wiśniewska,1994-05-27,Łódź,wyższe,politolog,KO,9,Łódź,łódzkie,25436,True,,,97.54
426,Adrian,Witczak,1991-03-20,Tomaszów Mazowiecki,wyższe,nauczyciel,KO,10,Piotrków Trybunalski,łódzkie,16287,True,,,98.88
427,Mariusz,Witczak,1971-04-14,Koźminek,wyższe,"politolog, polityk",KO,36,Kalisz,wielkopolskie,12754,True,,,99.78
428,Elżbieta,Witek,1957-12-17,Jawor,wyższe,nauczyciel,PiS,1,Legnica,dolnośląskie,89172,True,,,78.3
429,Przemysław,Witek,1978-03-16,Lubliniec,wyższe,urzędnik państwowy,KO,28,Częstochowa,śląskie,5121,True,,,93.06
430,Kamil,Wnuk,1984-05-22,Sosnowiec,średnie ogólne,politolog,Polska2050-TD,32,Katowice,śląskie,16310,True,,,89.71
431,Anna,Wojciechowska,1960-02-29,Suwałki,wyższe,"doradca finansowy, pracownik administracji samorządowej",KO,35,Olsztyn,warmińsko-mazurskie,18828,True,,,99.78
432,Agnieszka,Wojciechowska van Heukelom,1964-08-30,Łódź,wyższe,filolog,PiS,9,Łódź,łódzkie,10557,True,,,89.49
433,Agata,Wojtyszek,1967-10-23,Starachowice,wyższe,nauczyciel,PiS,33,Kielce,świętokrzyskie,15405,True,,,93.51
434,Bogusław,Wołoszański,1950-03-22,Piotrków Trybunalski,wyższe,dziennikarz,KO,10,Piotrków Trybunalski,łódzkie,35202,True,,,89.71
435,Michał,Woś,1991-02-08,Racibórz,wyższe,prawnik,PiS,30,Bielsko-Biała,śląskie,39902,True,,,86.13
436,Grzegorz,Woźniak,1968-12-18,Garwolin,wyższe,menedżer,PiS,18,Siedlce,mazowieckie,9088,True,,,87.02
437,Tadeusz,Woźniak,1960-01-15,Kutno,wyższe,"nauczyciel, parlamentarzysta",PiS,11,Sieradz,łódzkie,19691,True,,,98.21
438,Michał,Wójcik,1971-04-17,Kraków,wyższe,prawnik,PiS,31,Katowice,śląskie,8270,True,,,95.75
439,Maciej,Wróbel,1983-10-16,Giżycko,wyższe,dziennikarz,KO,35,Olsztyn,warmińsko-mazurskie,9837,True,,,100.0
440,Bartłomiej,Wróblewski,1975-03-13,Poznań,wyższe,nauczyciel akademicki,PiS,39,Poznań,wielkopolskie,28860,True,,,82.55
441,Paweł,Zalewski,1964-09-25,Warszawa,wyższe,konsultant,Polska2050-TD,20,Warszawa,mazowieckie,35395,True,,,95.08
442,Adrian,Zandberg,1979-12-04,"Aalborg, Dania",wyższe,programista,Lewica,19,Warszawa,mazowieckie,64435,True,,,97.54
443,Andrzej,Zapałowski,1966-11-06,Wałbrzych,wyższe,nauczyciel akademicki,Konfederacja,22,Krosno,podkarpackie,14475,True,,,94.18
444,Bartosz,Zawieja,1978-03-02,Poznań,wyższe,urzędnik samorządowy,KO,39,Poznań,wielkopolskie,9103,True,,,100.0
445,Marcelina,Zawisza,1989-05-03,Katowice,wyższe,polityk,Lewica,21,Opole,opolskie,19388,True,,,86.35
446,Sławomir,Zawiślak,1963-06-09,Krasnobród,wyższe,parlamentarzysta,PiS,7,Chełm,lubelskie,10936,True,,,87.92
447,Bogdan,Zdrojewski,1957-05-18,Kłodzko,wyższe,"filozof, polityk, kulturoznawca",KO,3,Wrocław,dolnośląskie,85099,True,,,99.78
448,Witold,Zembaczyński,1980-12-28,Opole,wyższe,politolog,KO,21,Opole,opolskie,23647,True,,,100.0
449,Piotr,Zgorzelski,1963-09-17,Płock,wyższe,urzędnik samorządowy,PSL-TD,16,Płock,mazowieckie,32011,True,,,97.76
450,Zbigniew,Ziejewski,1958-11-28,Morąg,wyższe,inżynier rolnik,PSL-TD,34,Elbląg,warmińsko-mazurskie,12695,True,,,91.28
451,Urszula,Zielińska,1977-10-03,Warszawa,wyższe,menedżer marketingu,KO,19,Warszawa,mazowieckie,16470,True,,,97.99
452,Jarosław,Zieliński,1960-09-20,Szwajcaria,wyższe,"nauczyciel, parlamentarzysta",PiS,24,Białystok,podlaskie,20812,True,,,98.66
453,Tomasz,Zieliński,1967-07-20,Józefów,wyższe,historyk,PiS,7,Chełm,lubelskie,13469,True,,,94.85
454,Jolanta,Zięba-Gzik,1975-10-13,Sieradz,wyższe,specjalista ds. zarządzania,PSL-TD,11,Sieradz,łódzkie,10474,True,,,100.0
455,Tomasz,Zimoch,1957-10-30,Łódź,wyższe,"dziennikarz, prawnik",Polska2050-TD,3,Wrocław,dolnośląskie,34187,True,,,98.66
456,Zbigniew,Ziobro,1970-08-18,Kraków,wyższe,prawnik,PiS,23,Rzeszów,podkarpackie,74592,True,,,9.17
457,Wojciech,Zubowski,1979-11-12,Wrocław,wyższe,parlamentarzysta,PiS,1,Legnica,dolnośląskie,8527,True,,,98.66
458,Ireneusz,Zyska,1969-08-05,Świebodzice,wyższe,"menedżer, radca prawny, parlamentarzysta",PiS,2,Wałbrzych,dolnośląskie,11817,True,,,97.09
459,Bożena,Żelazowska,1970-08-23,Chełm,wyższe,politolog,PSL-TD,20,Warszawa,mazowieckie,17416,True,,,99.11
460,Anna,Żukowska,1983-06-11,Warszawa,wyższe,prawnik,Lewica,19,Warszawa,mazowieckie,38426,True,,,92.84
461,Anna,Baluch,1973-06-03,Kraśnik,wyższe,urzędnik samorządowy,PiS,6,Lublin,lubelskie,7686,True,,,91.47
462,Magdalena,Łośko,1984-08-30,Inowrocław,wyższe,pedagog,KO,4,Bydgoszcz,kujawsko-pomorskie,4864,True,,,100.0
463,Monika,Pawłowska,1983-06-15,Ryki,wyższe,specjalista do spraw stosunków międzynarodowych,niez.,7,Chełm,lubelskie,10789,True,,,100.0
464,Alicja,Łuczak,1961-06-17,Stawiszyn,wyższe,nauczycielka,KO,36,Kalisz,wielkopolskie,5186,True,,,99.14
465,Dominik,Jaśkowiec,1977-06-12,Kraków,wyższe,nauczyciel akademicki,KO,13,Kraków,małopolskie,6093,True,,,100.0
466,Paweł,Masełko,1980-07-07,Głubczyce,wyższe,nauczyciel,KO,21,Opole,opolskie,8322,True,,,97.85
467,Katarzyna,Stachowicz,1977-07-18,Sosnowiec,wyższe,menedżer,KO,32,Katowice,śląskie,10060,True,,,100.0
